Company,Location,State,Month,Quarter,PL_Head,Category,Budget,Actual,Salesperson
Company 2,Culver City,California,Jan,Quarter-1,Profit,Profit - Product 1,11337.86848,13605.44218,NA
Company 2,Culver City,California,Jan,Quarter-1,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,Jan,Quarter-1,Profit,Profit - Product 3,5668.93424,4818.594104,NA
Company 2,Culver City,California,Feb,Quarter-1,Profit,Profit - Product 1,11337.86848,13605.44218,NA
Company 2,Culver City,California,Feb,Quarter-1,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,Feb,Quarter-1,Profit,Profit - Product 3,5668.93424,4535.147392,NA
Company 2,Culver City,California,Mar,Quarter-1,Profit,Profit - Product 1,11337.86848,13605.44218,NA
Company 2,Culver City,California,Mar,Quarter-1,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,Mar,Quarter-1,Profit,Profit - Product 3,5668.93424,4875.283447,NA
Company 2,Culver City,California,April,Quarter-2,Profit,Profit - Product 1,11337.86848,10770.97506,NA
Company 2,Culver City,California,April,Quarter-2,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,April,Quarter-2,Profit,Profit - Product 3,5668.93424,5102.040816,NA
Company 2,Culver City,California,May,Quarter-2,Profit,Profit - Product 1,11337.86848,10770.97506,NA
Company 2,Culver City,California,May,Quarter-2,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,May,Quarter-2,Profit,Profit - Product 3,5668.93424,6235.827664,NA
Company 2,Culver City,California,June,Quarter-2,Profit,Profit - Product 1,11337.86848,10770.97506,NA
Company 2,Culver City,California,June,Quarter-2,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,June,Quarter-2,Profit,Profit - Product 3,5668.93424,6802.721088,NA
Company 2,Culver City,California,July,Quarter-3,Profit,Profit - Product 1,11337.86848,10770.97506,NA
Company 2,Culver City,California,July,Quarter-3,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,July,Quarter-3,Profit,Profit - Product 3,5668.93424,4251.70068,NA
Company 2,Culver City,California,Aug,Quarter-3,Profit,Profit - Product 1,11337.86848,10770.97506,NA
Company 2,Culver City,California,Aug,Quarter-3,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,Aug,Quarter-3,Profit,Profit - Product 3,5668.93424,4251.70068,NA
Company 2,Culver City,California,Sept,Quarter-3,Profit,Profit - Product 1,11337.86848,19274.37642,NA
Company 2,Culver City,California,Sept,Quarter-3,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,Sept,Quarter-3,Profit,Profit - Product 3,5668.93424,4251.70068,NA
Company 2,Culver City,California,Oct,Quarter-4,Profit,Profit - Product 1,11337.86848,19274.37642,NA
Company 2,Culver City,California,Oct,Quarter-4,Profit,Profit - Product 2,5668.93424,2267.573696,NA
Company 2,Culver City,California,Oct,Quarter-4,Profit,Profit - Product 3,5668.93424,4251.70068,NA
Company 2,Culver City,California,Nov,Quarter-4,Profit,Profit - Product 1,11337.86848,19274.37642,NA
Company 2,Culver City,California,Nov,Quarter-4,Profit,Profit - Product 2,5668.93424,5102.040816,NA
Company 2,Culver City,California,Nov,Quarter-4,Profit,Profit - Product 3,5668.93424,4251.70068,NA
Company 2,Culver City,California,Dec,Quarter-4,Profit,Profit - Product 1,11337.86848,19274.37642,NA
Company 2,Culver City,California,Dec,Quarter-4,Profit,Profit - Product 2,5668.93424,5102.040816,NA
Company 2,Culver City,California,Dec,Quarter-4,Profit,Profit - Product 3,5668.93424,5102.040816,NA
Company 3,Cupertino,California,Jan,Quarter-1,Profit,Profit - Product 1,2210.884354,2653.061224,NA
Company 3,Cupertino,California,Jan,Quarter-1,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,Jan,Quarter-1,Profit,Profit - Product 3,1105.442177,939.6258503,NA
Company 3,Cupertino,California,Feb,Quarter-1,Profit,Profit - Product 1,2210.884354,2653.061224,NA
Company 3,Cupertino,California,Feb,Quarter-1,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,Feb,Quarter-1,Profit,Profit - Product 3,1105.442177,884.3537415,NA
Company 3,Cupertino,California,Mar,Quarter-1,Profit,Profit - Product 1,2210.884354,2653.061224,NA
Company 3,Cupertino,California,Mar,Quarter-1,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,Mar,Quarter-1,Profit,Profit - Product 3,1105.442177,950.6802721,NA
Company 3,Cupertino,California,April,Quarter-2,Profit,Profit - Product 1,2210.884354,2100.340136,NA
Company 3,Cupertino,California,April,Quarter-2,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,April,Quarter-2,Profit,Profit - Product 3,1105.442177,994.8979592,NA
Company 3,Cupertino,California,May,Quarter-2,Profit,Profit - Product 1,2210.884354,2100.340136,NA
Company 3,Cupertino,California,May,Quarter-2,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,May,Quarter-2,Profit,Profit - Product 3,1105.442177,1215.986395,NA
Company 3,Cupertino,California,June,Quarter-2,Profit,Profit - Product 1,2210.884354,2100.340136,NA
Company 3,Cupertino,California,June,Quarter-2,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,June,Quarter-2,Profit,Profit - Product 3,1105.442177,1326.530612,NA
Company 3,Cupertino,California,July,Quarter-3,Profit,Profit - Product 1,2210.884354,2100.340136,NA
Company 3,Cupertino,California,July,Quarter-3,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,July,Quarter-3,Profit,Profit - Product 3,1105.442177,829.0816327,NA
Company 3,Cupertino,California,Aug,Quarter-3,Profit,Profit - Product 1,2210.884354,2100.340136,NA
Company 3,Cupertino,California,Aug,Quarter-3,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,Aug,Quarter-3,Profit,Profit - Product 3,1105.442177,829.0816327,NA
Company 3,Cupertino,California,Sept,Quarter-3,Profit,Profit - Product 1,2210.884354,3758.503401,NA
Company 3,Cupertino,California,Sept,Quarter-3,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,Sept,Quarter-3,Profit,Profit - Product 3,1105.442177,829.0816327,NA
Company 3,Cupertino,California,Oct,Quarter-4,Profit,Profit - Product 1,2210.884354,3758.503401,NA
Company 3,Cupertino,California,Oct,Quarter-4,Profit,Profit - Product 2,1105.442177,442.1768707,NA
Company 3,Cupertino,California,Oct,Quarter-4,Profit,Profit - Product 3,1105.442177,829.0816327,NA
Company 3,Cupertino,California,Nov,Quarter-4,Profit,Profit - Product 1,2210.884354,3758.503401,NA
Company 3,Cupertino,California,Nov,Quarter-4,Profit,Profit - Product 2,1105.442177,994.8979592,NA
Company 3,Cupertino,California,Nov,Quarter-4,Profit,Profit - Product 3,1105.442177,829.0816327,NA
Company 3,Cupertino,California,Dec,Quarter-4,Profit,Profit - Product 1,2210.884354,3758.503401,NA
Company 3,Cupertino,California,Dec,Quarter-4,Profit,Profit - Product 2,1105.442177,994.8979592,NA
Company 3,Cupertino,California,Dec,Quarter-4,Profit,Profit - Product 3,1105.442177,994.8979592,NA
Company 4,Austin,Texas,Jan,Quarter-1,Profit,Profit - Product 1,7653.061224,9183.673469,NA
Company 4,Austin,Texas,Jan,Quarter-1,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,Jan,Quarter-1,Profit,Profit - Product 3,3826.530612,3252.55102,NA
Company 4,Austin,Texas,Feb,Quarter-1,Profit,Profit - Product 1,7653.061224,9183.673469,NA
Company 4,Austin,Texas,Feb,Quarter-1,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,Feb,Quarter-1,Profit,Profit - Product 3,3826.530612,3061.22449,NA
Company 4,Austin,Texas,Mar,Quarter-1,Profit,Profit - Product 1,7653.061224,9183.673469,NA
Company 4,Austin,Texas,Mar,Quarter-1,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,Mar,Quarter-1,Profit,Profit - Product 3,3826.530612,3290.816327,NA
Company 4,Austin,Texas,April,Quarter-2,Profit,Profit - Product 1,7653.061224,7270.408163,NA
Company 4,Austin,Texas,April,Quarter-2,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,April,Quarter-2,Profit,Profit - Product 3,3826.530612,3443.877551,NA
Company 4,Austin,Texas,May,Quarter-2,Profit,Profit - Product 1,7653.061224,7270.408163,NA
Company 4,Austin,Texas,May,Quarter-2,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,May,Quarter-2,Profit,Profit - Product 3,3826.530612,4209.183673,NA
Company 4,Austin,Texas,June,Quarter-2,Profit,Profit - Product 1,7653.061224,7270.408163,NA
Company 4,Austin,Texas,June,Quarter-2,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,June,Quarter-2,Profit,Profit - Product 3,3826.530612,4591.836735,NA
Company 4,Austin,Texas,July,Quarter-3,Profit,Profit - Product 1,7653.061224,7270.408163,NA
Company 4,Austin,Texas,July,Quarter-3,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,July,Quarter-3,Profit,Profit - Product 3,3826.530612,2869.897959,NA
Company 4,Austin,Texas,Aug,Quarter-3,Profit,Profit - Product 1,7653.061224,7270.408163,NA
Company 4,Austin,Texas,Aug,Quarter-3,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,Aug,Quarter-3,Profit,Profit - Product 3,3826.530612,2869.897959,NA
Company 4,Austin,Texas,Sept,Quarter-3,Profit,Profit - Product 1,7653.061224,13010.20408,NA
Company 4,Austin,Texas,Sept,Quarter-3,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,Sept,Quarter-3,Profit,Profit - Product 3,3826.530612,2869.897959,NA
Company 4,Austin,Texas,Oct,Quarter-4,Profit,Profit - Product 1,7653.061224,13010.20408,NA
Company 4,Austin,Texas,Oct,Quarter-4,Profit,Profit - Product 2,3826.530612,1530.612245,NA
Company 4,Austin,Texas,Oct,Quarter-4,Profit,Profit - Product 3,3826.530612,2869.897959,NA
Company 4,Austin,Texas,Nov,Quarter-4,Profit,Profit - Product 1,7653.061224,13010.20408,NA
Company 4,Austin,Texas,Nov,Quarter-4,Profit,Profit - Product 2,3826.530612,3443.877551,NA
Company 4,Austin,Texas,Nov,Quarter-4,Profit,Profit - Product 3,3826.530612,2869.897959,NA
Company 4,Austin,Texas,Dec,Quarter-4,Profit,Profit - Product 1,7653.061224,13010.20408,NA
Company 4,Austin,Texas,Dec,Quarter-4,Profit,Profit - Product 2,3826.530612,3443.877551,NA
Company 4,Austin,Texas,Dec,Quarter-4,Profit,Profit - Product 3,3826.530612,3443.877551,NA
Company 5,Houston,Texas,Jan,Quarter-1,Profit,Profit - Product 1,17006.80272,20408.16327,NA
Company 5,Houston,Texas,Jan,Quarter-1,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,Jan,Quarter-1,Profit,Profit - Product 3,8503.401361,7227.891156,NA
Company 5,Houston,Texas,Feb,Quarter-1,Profit,Profit - Product 1,17006.80272,20408.16327,NA
Company 5,Houston,Texas,Feb,Quarter-1,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,Feb,Quarter-1,Profit,Profit - Product 3,8503.401361,6802.721088,NA
Company 5,Houston,Texas,Mar,Quarter-1,Profit,Profit - Product 1,17006.80272,20408.16327,NA
Company 5,Houston,Texas,Mar,Quarter-1,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,Mar,Quarter-1,Profit,Profit - Product 3,8503.401361,7312.92517,NA
Company 5,Houston,Texas,April,Quarter-2,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 5,Houston,Texas,April,Quarter-2,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,April,Quarter-2,Profit,Profit - Product 3,8503.401361,7653.061224,NA
Company 5,Houston,Texas,May,Quarter-2,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 5,Houston,Texas,May,Quarter-2,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,May,Quarter-2,Profit,Profit - Product 3,8503.401361,9353.741497,NA
Company 5,Houston,Texas,June,Quarter-2,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 5,Houston,Texas,June,Quarter-2,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,June,Quarter-2,Profit,Profit - Product 3,8503.401361,10204.08163,NA
Company 5,Houston,Texas,July,Quarter-3,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 5,Houston,Texas,July,Quarter-3,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,July,Quarter-3,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 5,Houston,Texas,Aug,Quarter-3,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 5,Houston,Texas,Aug,Quarter-3,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,Aug,Quarter-3,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 5,Houston,Texas,Sept,Quarter-3,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 5,Houston,Texas,Sept,Quarter-3,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,Sept,Quarter-3,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 5,Houston,Texas,Oct,Quarter-4,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 5,Houston,Texas,Oct,Quarter-4,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 5,Houston,Texas,Oct,Quarter-4,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 5,Houston,Texas,Nov,Quarter-4,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 5,Houston,Texas,Nov,Quarter-4,Profit,Profit - Product 2,8503.401361,7653.061224,NA
Company 5,Houston,Texas,Nov,Quarter-4,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 5,Houston,Texas,Dec,Quarter-4,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 5,Houston,Texas,Dec,Quarter-4,Profit,Profit - Product 2,8503.401361,7653.061224,NA
Company 5,Houston,Texas,Dec,Quarter-4,Profit,Profit - Product 3,8503.401361,7653.061224,NA
Company 6,Miami,Florida,Jan,Quarter-1,Profit,Profit - Product 1,17006.80272,20408.16327,NA
Company 6,Miami,Florida,Jan,Quarter-1,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,Jan,Quarter-1,Profit,Profit - Product 3,8503.401361,7227.891156,NA
Company 6,Miami,Florida,Feb,Quarter-1,Profit,Profit - Product 1,17006.80272,20408.16327,NA
Company 6,Miami,Florida,Feb,Quarter-1,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,Feb,Quarter-1,Profit,Profit - Product 3,8503.401361,6802.721088,NA
Company 6,Miami,Florida,Mar,Quarter-1,Profit,Profit - Product 1,17006.80272,20408.16327,NA
Company 6,Miami,Florida,Mar,Quarter-1,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,Mar,Quarter-1,Profit,Profit - Product 3,8503.401361,7312.92517,NA
Company 6,Miami,Florida,April,Quarter-2,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 6,Miami,Florida,April,Quarter-2,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,April,Quarter-2,Profit,Profit - Product 3,8503.401361,7653.061224,NA
Company 6,Miami,Florida,May,Quarter-2,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 6,Miami,Florida,May,Quarter-2,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,May,Quarter-2,Profit,Profit - Product 3,8503.401361,9353.741497,NA
Company 6,Miami,Florida,June,Quarter-2,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 6,Miami,Florida,June,Quarter-2,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,June,Quarter-2,Profit,Profit - Product 3,8503.401361,10204.08163,NA
Company 6,Miami,Florida,July,Quarter-3,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 6,Miami,Florida,July,Quarter-3,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,July,Quarter-3,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 6,Miami,Florida,Aug,Quarter-3,Profit,Profit - Product 1,17006.80272,16156.46259,NA
Company 6,Miami,Florida,Aug,Quarter-3,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,Aug,Quarter-3,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 6,Miami,Florida,Sept,Quarter-3,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 6,Miami,Florida,Sept,Quarter-3,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,Sept,Quarter-3,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 6,Miami,Florida,Oct,Quarter-4,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 6,Miami,Florida,Oct,Quarter-4,Profit,Profit - Product 2,8503.401361,3401.360544,NA
Company 6,Miami,Florida,Oct,Quarter-4,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 6,Miami,Florida,Nov,Quarter-4,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 6,Miami,Florida,Nov,Quarter-4,Profit,Profit - Product 2,8503.401361,7653.061224,NA
Company 6,Miami,Florida,Nov,Quarter-4,Profit,Profit - Product 3,8503.401361,6377.55102,NA
Company 6,Miami,Florida,Dec,Quarter-4,Profit,Profit - Product 1,17006.80272,28911.56463,NA
Company 6,Miami,Florida,Dec,Quarter-4,Profit,Profit - Product 2,8503.401361,7653.061224,NA
Company 6,Miami,Florida,Dec,Quarter-4,Profit,Profit - Product 3,8503.401361,7653.061224,NA
Company 7,Tampa,Florida,Jan,Quarter-1,Profit,Profit - Product 1,14172.3356,17006.80272,NA
Company 7,Tampa,Florida,Jan,Quarter-1,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,Jan,Quarter-1,Profit,Profit - Product 3,7086.1678,6023.24263,NA
Company 7,Tampa,Florida,Feb,Quarter-1,Profit,Profit - Product 1,14172.3356,17006.80272,NA
Company 7,Tampa,Florida,Feb,Quarter-1,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,Feb,Quarter-1,Profit,Profit - Product 3,7086.1678,5668.93424,NA
Company 7,Tampa,Florida,Mar,Quarter-1,Profit,Profit - Product 1,14172.3356,17006.80272,NA
Company 7,Tampa,Florida,Mar,Quarter-1,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,Mar,Quarter-1,Profit,Profit - Product 3,7086.1678,6094.104308,NA
Company 7,Tampa,Florida,April,Quarter-2,Profit,Profit - Product 1,14172.3356,13463.71882,NA
Company 7,Tampa,Florida,April,Quarter-2,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,April,Quarter-2,Profit,Profit - Product 3,7086.1678,6377.55102,NA
Company 7,Tampa,Florida,May,Quarter-2,Profit,Profit - Product 1,14172.3356,13463.71882,NA
Company 7,Tampa,Florida,May,Quarter-2,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,May,Quarter-2,Profit,Profit - Product 3,7086.1678,7794.78458,NA
Company 7,Tampa,Florida,June,Quarter-2,Profit,Profit - Product 1,14172.3356,13463.71882,NA
Company 7,Tampa,Florida,June,Quarter-2,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,June,Quarter-2,Profit,Profit - Product 3,7086.1678,8503.401361,NA
Company 7,Tampa,Florida,July,Quarter-3,Profit,Profit - Product 1,14172.3356,13463.71882,NA
Company 7,Tampa,Florida,July,Quarter-3,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,July,Quarter-3,Profit,Profit - Product 3,7086.1678,5314.62585,NA
Company 7,Tampa,Florida,Aug,Quarter-3,Profit,Profit - Product 1,14172.3356,13463.71882,NA
Company 7,Tampa,Florida,Aug,Quarter-3,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,Aug,Quarter-3,Profit,Profit - Product 3,7086.1678,5314.62585,NA
Company 7,Tampa,Florida,Sept,Quarter-3,Profit,Profit - Product 1,14172.3356,24092.97052,NA
Company 7,Tampa,Florida,Sept,Quarter-3,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,Sept,Quarter-3,Profit,Profit - Product 3,7086.1678,5314.62585,NA
Company 7,Tampa,Florida,Oct,Quarter-4,Profit,Profit - Product 1,14172.3356,24092.97052,NA
Company 7,Tampa,Florida,Oct,Quarter-4,Profit,Profit - Product 2,7086.1678,2834.46712,NA
Company 7,Tampa,Florida,Oct,Quarter-4,Profit,Profit - Product 3,7086.1678,5314.62585,NA
Company 7,Tampa,Florida,Nov,Quarter-4,Profit,Profit - Product 1,14172.3356,24092.97052,NA
Company 7,Tampa,Florida,Nov,Quarter-4,Profit,Profit - Product 2,7086.1678,6377.55102,NA
Company 7,Tampa,Florida,Nov,Quarter-4,Profit,Profit - Product 3,7086.1678,5314.62585,NA
Company 7,Tampa,Florida,Dec,Quarter-4,Profit,Profit - Product 1,14172.3356,24092.97052,NA
Company 7,Tampa,Florida,Dec,Quarter-4,Profit,Profit - Product 2,7086.1678,6377.55102,NA
Company 7,Tampa,Florida,Dec,Quarter-4,Profit,Profit - Product 3,7086.1678,6377.55102,NA
Company 8,Denver,Colorado,Jan,Quarter-1,Profit,Profit - Product 1,3628.117914,4353.741497,NA
Company 8,Denver,Colorado,Jan,Quarter-1,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,Jan,Quarter-1,Profit,Profit - Product 3,1814.058957,1541.950113,NA
Company 8,Denver,Colorado,Feb,Quarter-1,Profit,Profit - Product 1,3628.117914,4353.741497,NA
Company 8,Denver,Colorado,Feb,Quarter-1,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,Feb,Quarter-1,Profit,Profit - Product 3,1814.058957,1451.247166,NA
Company 8,Denver,Colorado,Mar,Quarter-1,Profit,Profit - Product 1,3628.117914,4353.741497,NA
Company 8,Denver,Colorado,Mar,Quarter-1,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,Mar,Quarter-1,Profit,Profit - Product 3,1814.058957,1560.090703,NA
Company 8,Denver,Colorado,April,Quarter-2,Profit,Profit - Product 1,3628.117914,3446.712018,NA
Company 8,Denver,Colorado,April,Quarter-2,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,April,Quarter-2,Profit,Profit - Product 3,1814.058957,1632.653061,NA
Company 8,Denver,Colorado,May,Quarter-2,Profit,Profit - Product 1,3628.117914,3446.712018,NA
Company 8,Denver,Colorado,May,Quarter-2,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,May,Quarter-2,Profit,Profit - Product 3,1814.058957,1995.464853,NA
Company 8,Denver,Colorado,June,Quarter-2,Profit,Profit - Product 1,3628.117914,3446.712018,NA
Company 8,Denver,Colorado,June,Quarter-2,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,June,Quarter-2,Profit,Profit - Product 3,1814.058957,2176.870748,NA
Company 8,Denver,Colorado,July,Quarter-3,Profit,Profit - Product 1,3628.117914,3446.712018,NA
Company 8,Denver,Colorado,July,Quarter-3,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,July,Quarter-3,Profit,Profit - Product 3,1814.058957,1360.544218,NA
Company 8,Denver,Colorado,Aug,Quarter-3,Profit,Profit - Product 1,3628.117914,3446.712018,NA
Company 8,Denver,Colorado,Aug,Quarter-3,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,Aug,Quarter-3,Profit,Profit - Product 3,1814.058957,1360.544218,NA
Company 8,Denver,Colorado,Sept,Quarter-3,Profit,Profit - Product 1,3628.117914,6167.800454,NA
Company 8,Denver,Colorado,Sept,Quarter-3,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,Sept,Quarter-3,Profit,Profit - Product 3,1814.058957,1360.544218,NA
Company 8,Denver,Colorado,Oct,Quarter-4,Profit,Profit - Product 1,3628.117914,6167.800454,NA
Company 8,Denver,Colorado,Oct,Quarter-4,Profit,Profit - Product 2,1814.058957,725.6235828,NA
Company 8,Denver,Colorado,Oct,Quarter-4,Profit,Profit - Product 3,1814.058957,1360.544218,NA
Company 8,Denver,Colorado,Nov,Quarter-4,Profit,Profit - Product 1,3628.117914,6167.800454,NA
Company 8,Denver,Colorado,Nov,Quarter-4,Profit,Profit - Product 2,1814.058957,1632.653061,NA
Company 8,Denver,Colorado,Nov,Quarter-4,Profit,Profit - Product 3,1814.058957,1360.544218,NA
Company 8,Denver,Colorado,Dec,Quarter-4,Profit,Profit - Product 1,3628.117914,6167.800454,NA
Company 8,Denver,Colorado,Dec,Quarter-4,Profit,Profit - Product 2,1814.058957,1632.653061,NA
Company 8,Denver,Colorado,Dec,Quarter-4,Profit,Profit - Product 3,1814.058957,1632.653061,NA
Company 9,Phoenix,Arizona,Jan,Quarter-1,Profit,Profit - Product 1,12471.65533,14965.98639,NA
Company 9,Phoenix,Arizona,Jan,Quarter-1,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,Jan,Quarter-1,Profit,Profit - Product 3,6235.827664,5300.453515,NA
Company 9,Phoenix,Arizona,Feb,Quarter-1,Profit,Profit - Product 1,12471.65533,14965.98639,NA
Company 9,Phoenix,Arizona,Feb,Quarter-1,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,Feb,Quarter-1,Profit,Profit - Product 3,6235.827664,4988.662132,NA
Company 9,Phoenix,Arizona,Mar,Quarter-1,Profit,Profit - Product 1,12471.65533,14965.98639,NA
Company 9,Phoenix,Arizona,Mar,Quarter-1,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,Mar,Quarter-1,Profit,Profit - Product 3,6235.827664,5362.811791,NA
Company 9,Phoenix,Arizona,April,Quarter-2,Profit,Profit - Product 1,12471.65533,11848.07256,NA
Company 9,Phoenix,Arizona,April,Quarter-2,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,April,Quarter-2,Profit,Profit - Product 3,6235.827664,5612.244898,NA
Company 9,Phoenix,Arizona,May,Quarter-2,Profit,Profit - Product 1,12471.65533,11848.07256,NA
Company 9,Phoenix,Arizona,May,Quarter-2,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,May,Quarter-2,Profit,Profit - Product 3,6235.827664,6859.410431,NA
Company 9,Phoenix,Arizona,June,Quarter-2,Profit,Profit - Product 1,12471.65533,11848.07256,NA
Company 9,Phoenix,Arizona,June,Quarter-2,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,June,Quarter-2,Profit,Profit - Product 3,6235.827664,7482.993197,NA
